id_personne,region,date_declaration,date_payment,montant_declared,risque
6741,Provence-Alpes-Côte d'Azur,2025-07-16,2025-07-18,452.67,0
6742,Île-de-France,2023-09-01,2023-09-08,2042.45,1
6743,Provence-Alpes-Côte d'Azur,2024-03-10,2024-05-21,403.57,0
6744,Nouvelle-Aquitaine,2024-04-01,2024-05-12,3546.81,0
6745,Occitanie,2023-08-25,2023-10-29,1544.54,0
6746,Nouvelle-Aquitaine,2022-12-16,2023-01-01,3408.06,0
6747,Nouvelle-Aquitaine,2023-11-21,2024-02-15,4254.66,0
6748,Occitanie,2024-06-10,2024-08-14,911.37,0
6749,Provence-Alpes-Côte d'Azur,2024-04-23,2024-05-17,4697.2,0
6750,Occitanie,2024-02-09,2024-03-14,2641.91,1
6751,Auvergne-Rhône-Alpes,2024-07-31,2024-08-16,2476.88,0
6752,Occitanie,2022-11-30,2023-01-13,1844.62,0
6753,Île-de-France,2025-02-19,2025-05-19,3464.83,0
6754,Île-de-France,2022-10-11,2022-12-30,3220.14,0
6755,Nouvelle-Aquitaine,2024-02-06,2024-04-22,4077.31,0
6756,Île-de-France,2025-04-16,2025-05-28,1515.33,0
6757,Auvergne-Rhône-Alpes,2025-05-13,2025-05-24,4053.66,0
6758,Nouvelle-Aquitaine,2024-12-19,2025-03-09,742.64,0
6759,Provence-Alpes-Côte d'Azur,2024-06-04,2024-08-30,3860.39,0
6760,Nouvelle-Aquitaine,2025-09-08,2025-10-28,4403.14,0
6761,Auvergne-Rhône-Alpes,2025-06-17,2025-08-15,1200.26,0
6762,Nouvelle-Aquitaine,2025-02-22,2025-02-28,552.97,1
6763,Auvergne-Rhône-Alpes,2023-10-13,2023-11-19,3638.28,1
6764,Île-de-France,2023-12-15,2024-01-23,2310.67,0
6765,Auvergne-Rhône-Alpes,2024-08-29,2024-09-09,2299.82,0
6766,Provence-Alpes-Côte d'Azur,2025-09-14,2025-11-19,400.11,0
6767,Nouvelle-Aquitaine,2023-09-30,2023-12-22,4767.95,1
6768,Nouvelle-Aquitaine,2025-05-12,2025-06-22,4108.04,1
6769,Île-de-France,2025-05-14,2025-05-24,154.66,0
6770,Auvergne-Rhône-Alpes,2022-10-29,2023-01-01,4097.95,1
6771,Provence-Alpes-Côte d'Azur,2023-03-15,2023-04-08,3827.22,0
6772,Île-de-France,2023-04-13,2023-06-20,1950.92,0
6773,Occitanie,2023-03-02,2023-03-30,1204.46,0
6774,Auvergne-Rhône-Alpes,2025-08-23,2025-09-14,4458.28,0
6775,Provence-Alpes-Côte d'Azur,2024-10-05,2024-12-06,4703.47,0
6776,Auvergne-Rhône-Alpes,2023-07-23,2023-10-15,982.58,0
6777,Nouvelle-Aquitaine,2024-07-11,2024-09-19,3556.96,1
6778,Nouvelle-Aquitaine,2024-12-12,2025-01-08,4755.27,0
6779,Auvergne-Rhône-Alpes,2025-04-18,2025-06-07,2528.87,0
6780,Auvergne-Rhône-Alpes,2023-06-17,2023-08-25,3235.94,0
6781,Occitanie,2023-06-18,2023-08-22,4594.52,0
6782,Occitanie,2024-04-11,2024-05-25,1290.05,0
6783,Île-de-France,2022-11-25,2022-11-30,4651.39,0
6784,Occitanie,2024-07-29,2024-09-01,4619.96,0
6785,Auvergne-Rhône-Alpes,2025-07-21,2025-08-09,786.41,0
6786,Auvergne-Rhône-Alpes,2022-11-01,2022-11-28,1289.13,0
6787,Île-de-France,2024-06-22,2024-08-24,4859.52,0
6788,Île-de-France,2024-08-16,2024-08-23,4271.46,0
6789,Occitanie,2023-04-17,2023-05-04,4629.84,0
6790,Île-de-France,2023-10-29,2023-11-14,1724.69,0
6791,Provence-Alpes-Côte d'Azur,2024-07-07,2024-08-22,2457.27,0
6792,Provence-Alpes-Côte d'Azur,2024-04-13,2024-04-16,3165.32,0
6793,Provence-Alpes-Côte d'Azur,2024-04-27,2024-05-26,2005.33,0
6794,Provence-Alpes-Côte d'Azur,2024-11-29,2025-01-10,3888.94,0
6795,Auvergne-Rhône-Alpes,2025-04-24,2025-05-26,2683.38,0
6796,Occitanie,2023-01-16,2023-03-28,758.92,0
6797,Auvergne-Rhône-Alpes,2023-12-25,2023-12-27,414.55,0
6798,Nouvelle-Aquitaine,2024-01-18,2024-01-23,3545.24,0
6799,Occitanie,2023-01-23,2023-02-10,2520.2,1
6800,Nouvelle-Aquitaine,2025-08-30,2025-09-20,994.11,0
6801,Provence-Alpes-Côte d'Azur,2025-03-06,2025-04-20,562.49,0
6802,Provence-Alpes-Côte d'Azur,2024-05-12,2024-08-07,2771.4,0
6803,Île-de-France,2024-11-08,2025-01-02,2600.99,0
6804,Île-de-France,2023-08-14,2023-09-07,219.93,1
6805,Occitanie,2025-03-09,2025-03-27,640.23,0
6806,Provence-Alpes-Côte d'Azur,2023-11-06,2023-12-24,3845.15,0
6807,Occitanie,2023-08-15,2023-08-24,3063.47,0
6808,Nouvelle-Aquitaine,2024-01-13,2024-04-04,514.1,1
6809,Auvergne-Rhône-Alpes,2025-04-14,2025-06-02,1875.22,0
6810,Auvergne-Rhône-Alpes,2022-12-17,2023-01-08,3665.92,0
6811,Auvergne-Rhône-Alpes,2024-10-08,2024-11-25,4073.46,0
6812,Nouvelle-Aquitaine,2023-03-17,2023-04-16,2004.06,0
6813,Provence-Alpes-Côte d'Azur,2024-11-21,2024-12-10,2910.67,0
6814,Occitanie,2023-01-22,2023-02-06,2951.97,0
6815,Occitanie,2024-07-26,2024-08-20,4974.8,0
6816,Île-de-France,2023-06-15,2023-08-19,2296.91,0
6817,Provence-Alpes-Côte d'Azur,2025-07-27,2025-08-12,3778.49,0
6818,Occitanie,2025-03-19,2025-04-03,4162.57,0
6819,Occitanie,2022-12-25,2022-12-31,3103.81,0
6820,Occitanie,2024-07-23,2024-10-11,1284.61,0
6821,Occitanie,2025-07-05,2025-07-14,1829.03,0
6822,Provence-Alpes-Côte d'Azur,2023-06-14,2023-08-27,3593.44,0
6823,Nouvelle-Aquitaine,2025-04-15,2025-05-26,2976.24,0
6824,Auvergne-Rhône-Alpes,2024-11-18,2025-01-06,3725.68,0
6825,Île-de-France,2023-11-30,2023-12-18,179.72,0
6826,Nouvelle-Aquitaine,2025-01-13,2025-02-05,656.48,0
6827,Nouvelle-Aquitaine,2023-06-19,2023-09-08,1534.22,0
6828,Île-de-France,2023-05-20,2023-06-10,4273.37,0
6829,Île-de-France,2025-05-17,2025-05-19,4677.97,0
6830,Auvergne-Rhône-Alpes,2022-11-22,2022-12-07,2545.75,0
6831,Occitanie,2024-07-29,2024-08-08,784.69,0
6832,Provence-Alpes-Côte d'Azur,2023-06-29,2023-08-31,2440.57,0
6833,Île-de-France,2025-09-23,2025-11-07,4710.35,0
6834,Provence-Alpes-Côte d'Azur,2024-03-04,2024-03-11,398.62,0
6835,Auvergne-Rhône-Alpes,2023-10-01,2023-10-28,4532.6,0
6836,Occitanie,2023-04-26,2023-05-18,3550.51,0
6837,Nouvelle-Aquitaine,2024-07-12,2024-08-07,4803.61,0
6838,Occitanie,2024-01-17,2024-04-14,3457.15,0
6839,Occitanie,2024-09-10,2024-10-03,1134.79,1
6840,Île-de-France,2025-01-25,2025-04-15,1622.88,0
6841,Nouvelle-Aquitaine,2024-10-17,2025-01-11,3462.76,0
6842,Île-de-France,2023-12-30,2024-02-10,4110.16,0
6843,Auvergne-Rhône-Alpes,2023-06-29,2023-09-10,623.06,0
6844,Provence-Alpes-Côte d'Azur,2024-12-25,2025-03-10,663.15,0
6845,Île-de-France,2025-07-26,2025-08-26,3596.5,0
6846,Nouvelle-Aquitaine,2023-11-13,2023-12-02,311.27,0
6847,Île-de-France,2023-03-10,2023-03-24,3371.12,0
6848,Île-de-France,2025-05-06,2025-07-05,4286.02,1
6849,Occitanie,2025-06-28,2025-08-11,587.3,0
6850,Île-de-France,2025-08-27,2025-09-30,4026.57,0
6851,Auvergne-Rhône-Alpes,2024-06-05,2024-06-30,374.6,0
6852,Occitanie,2023-10-01,2023-12-18,2104.48,0
6853,Provence-Alpes-Côte d'Azur,2023-12-22,2024-02-17,2986.08,0
6854,Occitanie,2023-12-02,2024-01-09,1128.28,0
6855,Occitanie,2023-03-08,2023-05-07,4044.95,0
6856,Provence-Alpes-Côte d'Azur,2024-02-23,2024-03-26,3921.25,0
6857,Provence-Alpes-Côte d'Azur,2023-01-25,2023-02-08,3412.43,0
6858,Occitanie,2023-06-04,2023-06-12,3656.98,0
6859,Auvergne-Rhône-Alpes,2023-12-11,2023-12-17,838.77,0
6860,Auvergne-Rhône-Alpes,2023-12-25,2024-01-06,1099.0,0
6861,Provence-Alpes-Côte d'Azur,2023-02-15,2023-05-15,4678.26,0
6862,Provence-Alpes-Côte d'Azur,2023-07-29,2023-09-22,1171.99,0
6863,Provence-Alpes-Côte d'Azur,2023-04-29,2023-05-27,4425.76,0
6864,Occitanie,2022-12-15,2023-01-10,3355.39,0
6865,Provence-Alpes-Côte d'Azur,2024-09-01,2024-10-24,2360.7,0
6866,Provence-Alpes-Côte d'Azur,2024-06-02,2024-07-30,3823.41,0
6867,Occitanie,2025-06-29,2025-08-26,3504.44,0
6868,Nouvelle-Aquitaine,2025-07-07,2025-09-24,763.43,0
6869,Île-de-France,2023-01-24,2023-02-24,924.62,1
6870,Auvergne-Rhône-Alpes,2024-06-28,2024-07-03,4182.79,0
6871,Auvergne-Rhône-Alpes,2024-06-26,2024-08-10,1217.32,0
6872,Occitanie,2025-01-17,2025-03-23,4830.35,0
6873,Occitanie,2023-07-25,2023-09-18,2225.93,0
6874,Occitanie,2025-04-11,2025-06-06,4887.25,0
6875,Occitanie,2023-07-25,2023-08-23,3791.45,0
6876,Occitanie,2024-07-19,2024-09-09,2308.42,0
6877,Île-de-France,2022-11-12,2022-11-26,4713.51,0
6878,Occitanie,2023-01-07,2023-02-02,2871.47,1
6879,Île-de-France,2024-03-07,2024-03-24,4364.13,0
6880,Nouvelle-Aquitaine,2025-09-24,2025-11-29,663.45,0
6881,Provence-Alpes-Côte d'Azur,2023-12-09,2023-12-30,3937.65,0
6882,Île-de-France,2023-06-15,2023-07-15,2066.29,0
6883,Occitanie,2024-01-22,2024-02-23,3928.75,0
6884,Occitanie,2025-05-14,2025-07-04,1608.16,1
6885,Nouvelle-Aquitaine,2024-11-28,2025-01-04,2045.59,0
6886,Occitanie,2022-12-02,2022-12-10,3489.0,0
6887,Provence-Alpes-Côte d'Azur,2025-03-26,2025-05-02,2790.25,0
6888,Occitanie,2024-09-07,2024-11-02,3051.59,0
6889,Provence-Alpes-Côte d'Azur,2024-01-13,2024-03-28,725.71,0
6890,Île-de-France,2023-02-19,2023-03-03,883.26,0
6891,Occitanie,2024-04-14,2024-05-13,4402.19,0
6892,Auvergne-Rhône-Alpes,2024-05-06,2024-07-17,526.74,0
6893,Île-de-France,2024-09-30,2024-09-30,1021.73,0
6894,Nouvelle-Aquitaine,2024-10-04,2024-10-16,4412.93,0
6895,Provence-Alpes-Côte d'Azur,2024-12-29,2025-01-14,3478.05,0
6896,Occitanie,2023-04-06,2023-06-23,1634.98,0
6897,Île-de-France,2024-10-19,2025-01-13,299.21,0
6898,Nouvelle-Aquitaine,2023-03-05,2023-05-23,4965.46,0
6899,Provence-Alpes-Côte d'Azur,2023-04-05,2023-05-16,502.79,0
6900,Auvergne-Rhône-Alpes,2023-07-01,2023-07-23,1796.96,0
6901,Île-de-France,2024-06-18,2024-09-11,4032.77,0
6902,Provence-Alpes-Côte d'Azur,2024-01-05,2024-03-14,203.27,0
6903,Provence-Alpes-Côte d'Azur,2023-11-11,2024-01-21,2600.82,0
6904,Île-de-France,2025-03-17,2025-04-09,210.69,0
6905,Occitanie,2024-12-17,2024-12-30,3752.26,0
6906,Occitanie,2022-09-27,2022-12-10,2834.01,0
6907,Nouvelle-Aquitaine,2024-06-21,2024-07-07,216.19,0
6908,Île-de-France,2024-05-20,2024-06-05,3263.19,0
6909,Nouvelle-Aquitaine,2025-06-19,2025-09-15,1787.21,0
6910,Provence-Alpes-Côte d'Azur,2025-08-15,2025-08-20,2386.03,0
6911,Île-de-France,2023-04-13,2023-04-24,1922.72,0
6912,Provence-Alpes-Côte d'Azur,2022-12-30,2023-02-20,4457.34,0
6913,Provence-Alpes-Côte d'Azur,2024-11-27,2025-01-11,2380.7,0
6914,Nouvelle-Aquitaine,2023-07-28,2023-09-20,114.08,0
6915,Nouvelle-Aquitaine,2025-05-24,2025-06-07,389.28,1
6916,Auvergne-Rhône-Alpes,2023-06-12,2023-08-28,2775.26,0
6917,Île-de-France,2024-12-23,2025-02-14,1181.97,0
6918,Île-de-France,2024-08-13,2024-10-31,842.69,0
6919,Provence-Alpes-Côte d'Azur,2024-06-30,2024-09-26,3105.07,0
6920,Nouvelle-Aquitaine,2023-03-05,2023-04-26,3108.23,1
6921,Nouvelle-Aquitaine,2024-08-21,2024-10-09,2718.97,0
6922,Provence-Alpes-Côte d'Azur,2025-04-25,2025-07-22,1067.97,0
6923,Auvergne-Rhône-Alpes,2024-07-29,2024-08-30,1520.89,0
6924,Nouvelle-Aquitaine,2022-10-21,2022-12-05,3823.55,0
6925,Occitanie,2022-12-20,2023-02-13,873.81,0
6926,Occitanie,2023-12-28,2024-03-07,1009.11,0
6927,Auvergne-Rhône-Alpes,2023-07-03,2023-09-05,4344.65,0
6928,Île-de-France,2024-11-13,2024-11-24,3974.9,0
6929,Nouvelle-Aquitaine,2025-02-09,2025-04-29,2017.64,0
6930,Nouvelle-Aquitaine,2024-05-28,2024-05-31,3048.64,0
6931,Île-de-France,2024-04-07,2024-05-20,3094.53,0
6932,Auvergne-Rhône-Alpes,2024-07-24,2024-08-04,4972.95,0
6933,Provence-Alpes-Côte d'Azur,2024-05-29,2024-08-16,1590.55,0
6934,Nouvelle-Aquitaine,2023-03-30,2023-04-18,4712.25,0
6935,Nouvelle-Aquitaine,2024-02-09,2024-02-13,250.05,0
6936,Provence-Alpes-Côte d'Azur,2024-02-07,2024-05-02,4884.45,1
6937,Nouvelle-Aquitaine,2025-05-16,2025-05-16,4789.27,0
6938,Provence-Alpes-Côte d'Azur,2025-01-17,2025-01-31,2086.71,0
6939,Occitanie,2025-07-12,2025-07-13,1303.28,0
6940,Occitanie,2024-04-08,2024-05-11,4601.67,0
6941,Nouvelle-Aquitaine,2024-08-27,2024-11-14,3125.62,1
6942,Nouvelle-Aquitaine,2023-01-15,2023-03-09,992.73,0
6943,Île-de-France,2025-03-19,2025-04-29,3083.23,0
6944,Auvergne-Rhône-Alpes,2025-09-22,2025-12-18,740.95,1
6945,Auvergne-Rhône-Alpes,2024-08-12,2024-10-02,4976.02,0
6946,Nouvelle-Aquitaine,2025-02-22,2025-03-16,3616.65,0
6947,Occitanie,2025-09-08,2025-11-16,2265.86,0
6948,Provence-Alpes-Côte d'Azur,2022-09-29,2022-10-29,881.77,0
6949,Auvergne-Rhône-Alpes,2025-01-24,2025-02-07,660.42,0
6950,Île-de-France,2024-10-04,2024-12-19,873.17,1
6951,Île-de-France,2023-09-24,2023-10-01,352.58,0
6952,Île-de-France,2024-08-21,2024-10-07,1078.97,0
6953,Île-de-France,2025-07-08,2025-08-25,3409.68,0
6954,Auvergne-Rhône-Alpes,2024-03-02,2024-04-05,2161.66,0
6955,Nouvelle-Aquitaine,2023-08-20,2023-10-08,2013.5,0
6956,Provence-Alpes-Côte d'Azur,2024-11-13,2024-12-19,1755.98,0
6957,Auvergne-Rhône-Alpes,2023-04-11,2023-04-23,1075.3,0
6958,Provence-Alpes-Côte d'Azur,2025-05-14,2025-06-27,1761.51,0
6959,Île-de-France,2025-01-05,2025-03-19,4095.04,0
6960,Auvergne-Rhône-Alpes,2023-05-13,2023-07-10,3926.19,0
6961,Nouvelle-Aquitaine,2023-11-29,2024-01-02,4469.85,0
6962,Nouvelle-Aquitaine,2024-11-04,2024-12-20,4921.84,0
6963,Île-de-France,2024-11-24,2025-01-20,4145.51,0
6964,Île-de-France,2024-01-29,2024-03-02,4528.15,0
6965,Île-de-France,2023-02-07,2023-03-24,611.41,0
6966,Île-de-France,2025-06-01,2025-06-04,3136.78,0
6967,Nouvelle-Aquitaine,2025-02-12,2025-03-30,3275.85,0
6968,Île-de-France,2022-09-26,2022-12-21,1481.58,0
6969,Île-de-France,2024-01-01,2024-03-11,130.65,1
6970,Île-de-France,2025-05-16,2025-06-17,4382.55,0
6971,Auvergne-Rhône-Alpes,2024-11-02,2024-12-24,176.82,0
6972,Auvergne-Rhône-Alpes,2024-06-29,2024-07-31,4449.99,0
6973,Auvergne-Rhône-Alpes,2023-08-09,2023-08-29,3456.87,0
6974,Occitanie,2023-05-02,2023-07-07,3560.52,0
6975,Île-de-France,2025-05-05,2025-07-16,3464.15,0
6976,Nouvelle-Aquitaine,2025-08-23,2025-11-04,2173.85,0
6977,Occitanie,2024-01-28,2024-02-10,218.03,0
6978,Nouvelle-Aquitaine,2022-10-29,2023-01-03,2229.25,0
6979,Auvergne-Rhône-Alpes,2025-04-23,2025-06-12,152.14,0
6980,Auvergne-Rhône-Alpes,2022-10-31,2022-10-31,1460.53,0
6981,Occitanie,2023-06-04,2023-07-21,3067.18,0
6982,Nouvelle-Aquitaine,2023-06-25,2023-08-31,4571.67,0
6983,Occitanie,2023-04-12,2023-05-04,4055.9,0
6984,Nouvelle-Aquitaine,2023-01-21,2023-03-25,2544.96,0
6985,Île-de-France,2025-07-21,2025-08-30,1077.13,0
6986,Occitanie,2025-01-22,2025-04-16,2258.06,0
6987,Auvergne-Rhône-Alpes,2022-09-30,2022-12-07,3279.31,0
6988,Nouvelle-Aquitaine,2024-08-23,2024-09-23,4809.15,0
6989,Provence-Alpes-Côte d'Azur,2023-09-28,2023-11-07,1612.17,1
6990,Occitanie,2023-07-03,2023-07-19,4450.44,0
6991,Occitanie,2022-12-30,2023-03-09,3766.26,0
6992,Île-de-France,2024-03-09,2024-04-26,522.91,0
6993,Île-de-France,2024-12-28,2025-01-23,4279.42,0
6994,Provence-Alpes-Côte d'Azur,2022-10-02,2022-10-12,2721.82,1
6995,Auvergne-Rhône-Alpes,2025-06-08,2025-09-05,2168.02,0
6996,Occitanie,2023-02-19,2023-04-26,3170.77,0
6997,Île-de-France,2025-01-28,2025-03-13,4725.28,0
6998,Provence-Alpes-Côte d'Azur,2023-05-21,2023-06-17,1885.43,0
6999,Occitanie,2023-11-03,2023-11-10,413.74,0
7000,Auvergne-Rhône-Alpes,2023-02-19,2023-04-01,1081.76,0
7001,Auvergne-Rhône-Alpes,2023-11-27,2023-12-23,1184.54,1
7002,Occitanie,2024-02-11,2024-03-28,1139.48,0
7003,Occitanie,2023-09-04,2023-10-15,1775.11,0
7004,Auvergne-Rhône-Alpes,2024-09-20,2024-12-07,3914.62,0
7005,Île-de-France,2025-04-16,2025-05-17,2076.82,0
7006,Île-de-France,2024-08-03,2024-10-27,2364.38,0
7007,Île-de-France,2023-10-18,2023-11-23,2382.5,1
7008,Auvergne-Rhône-Alpes,2025-08-13,2025-08-13,4438.61,0
7009,Île-de-France,2024-07-04,2024-07-13,3163.81,0
7010,Auvergne-Rhône-Alpes,2024-03-01,2024-05-17,4043.5,0
7011,Nouvelle-Aquitaine,2023-06-09,2023-08-31,913.91,0
7012,Île-de-France,2022-09-25,2022-10-01,1867.67,0
7013,Île-de-France,2024-12-09,2025-01-26,4231.51,0
7014,Île-de-France,2023-04-22,2023-07-21,2560.68,0
7015,Auvergne-Rhône-Alpes,2023-02-09,2023-02-25,2114.05,0
7016,Occitanie,2024-09-21,2024-10-28,102.28,0
7017,Île-de-France,2024-03-09,2024-04-12,3132.05,0
7018,Provence-Alpes-Côte d'Azur,2024-11-27,2025-01-16,2049.64,0
7019,Auvergne-Rhône-Alpes,2024-03-03,2024-04-29,392.4,0
7020,Île-de-France,2024-11-19,2025-02-06,157.54,0
7021,Occitanie,2023-06-20,2023-07-10,1849.28,0
7022,Occitanie,2024-09-07,2024-10-16,1945.42,0
7023,Provence-Alpes-Côte d'Azur,2023-03-06,2023-03-25,196.17,0
7024,Nouvelle-Aquitaine,2024-03-02,2024-03-07,3021.31,0
7025,Nouvelle-Aquitaine,2025-08-07,2025-09-27,3276.05,0
7026,Île-de-France,2024-04-29,2024-05-19,145.82,0
7027,Île-de-France,2025-01-13,2025-03-28,3089.21,0
7028,Île-de-France,2024-02-24,2024-04-15,4417.26,1
7029,Nouvelle-Aquitaine,2023-12-10,2024-01-12,1204.2,0
7030,Nouvelle-Aquitaine,2024-03-16,2024-03-19,1709.48,0
7031,Provence-Alpes-Côte d'Azur,2023-03-17,2023-05-15,2080.17,0
7032,Occitanie,2025-01-15,2025-03-28,3952.42,0
7033,Auvergne-Rhône-Alpes,2023-07-10,2023-08-30,4814.84,0
7034,Île-de-France,2025-05-25,2025-08-07,1952.58,0
7035,Nouvelle-Aquitaine,2023-09-29,2023-11-26,3544.28,0
7036,Provence-Alpes-Côte d'Azur,2024-03-21,2024-04-05,1773.24,0
7037,Auvergne-Rhône-Alpes,2023-02-12,2023-02-18,4578.63,0
7038,Nouvelle-Aquitaine,2022-12-16,2022-12-18,3892.17,0
7039,Auvergne-Rhône-Alpes,2024-03-31,2024-06-24,750.49,0
7040,Nouvelle-Aquitaine,2024-02-11,2024-03-13,4496.85,0
7041,Nouvelle-Aquitaine,2023-06-18,2023-07-17,4180.76,0
7042,Île-de-France,2023-08-10,2023-10-01,4432.52,1
7043,Provence-Alpes-Côte d'Azur,2023-10-23,2023-11-13,2513.29,0
7044,Île-de-France,2025-07-26,2025-10-04,2415.44,0
7045,Occitanie,2023-07-12,2023-10-04,2065.42,0
7046,Nouvelle-Aquitaine,2025-06-01,2025-08-22,1012.62,0
7047,Île-de-France,2024-07-09,2024-07-20,3509.39,0
7048,Provence-Alpes-Côte d'Azur,2023-02-19,2023-05-13,3443.94,0
7049,Île-de-France,2025-08-26,2025-11-02,3939.35,0
7050,Nouvelle-Aquitaine,2023-04-14,2023-06-22,457.06,0
7051,Provence-Alpes-Côte d'Azur,2025-06-30,2025-08-16,3919.02,0
7052,Île-de-France,2025-07-12,2025-09-13,501.2,0
7053,Île-de-France,2023-03-08,2023-03-08,2921.06,0
7054,Provence-Alpes-Côte d'Azur,2023-01-09,2023-01-19,2507.79,0
7055,Nouvelle-Aquitaine,2022-10-03,2022-11-09,3888.3,0
7056,Auvergne-Rhône-Alpes,2024-07-04,2024-08-25,2137.84,0
7057,Auvergne-Rhône-Alpes,2024-01-22,2024-03-06,3475.45,0
7058,Auvergne-Rhône-Alpes,2025-09-01,2025-09-11,3970.25,0
7059,Nouvelle-Aquitaine,2024-04-30,2024-06-07,4203.97,0
7060,Île-de-France,2023-04-20,2023-05-22,1410.01,0
7061,Île-de-France,2023-10-21,2023-12-23,528.15,0
7062,Occitanie,2023-08-07,2023-09-20,2867.63,0
7063,Occitanie,2025-09-15,2025-10-09,2348.85,1
7064,Provence-Alpes-Côte d'Azur,2023-06-24,2023-07-19,1641.99,0
7065,Auvergne-Rhône-Alpes,2022-10-02,2022-12-19,702.11,0
7066,Occitanie,2024-01-26,2024-02-15,2864.99,0
7067,Auvergne-Rhône-Alpes,2023-05-05,2023-06-08,2129.91,0
7068,Nouvelle-Aquitaine,2023-06-29,2023-07-17,1837.63,0
7069,Auvergne-Rhône-Alpes,2025-06-23,2025-07-22,2566.29,0
7070,Nouvelle-Aquitaine,2025-05-20,2025-07-25,4425.36,0
7071,Provence-Alpes-Côte d'Azur,2023-08-20,2023-10-21,4015.6,0
7072,Nouvelle-Aquitaine,2023-04-12,2023-04-12,1586.24,0
7073,Occitanie,2024-09-08,2024-11-13,2376.62,1
7074,Provence-Alpes-Côte d'Azur,2024-06-28,2024-09-17,1823.28,0
7075,Occitanie,2024-02-29,2024-05-04,2359.29,0
7076,Provence-Alpes-Côte d'Azur,2024-11-19,2025-02-04,4634.89,0
7077,Auvergne-Rhône-Alpes,2024-10-27,2025-01-11,3899.39,0
7078,Provence-Alpes-Côte d'Azur,2023-06-21,2023-07-20,2996.45,0
7079,Provence-Alpes-Côte d'Azur,2023-05-14,2023-06-01,727.89,0
7080,Provence-Alpes-Côte d'Azur,2023-06-25,2023-07-08,2360.28,0
7081,Île-de-France,2024-01-31,2024-02-12,1433.29,0
7082,Auvergne-Rhône-Alpes,2025-08-22,2025-11-14,3352.11,0
7083,Auvergne-Rhône-Alpes,2024-03-31,2024-04-12,3901.47,0
7084,Auvergne-Rhône-Alpes,2023-08-22,2023-11-04,3079.27,0
7085,Provence-Alpes-Côte d'Azur,2025-04-26,2025-07-25,3646.49,0
7086,Nouvelle-Aquitaine,2024-06-15,2024-06-26,3808.44,0
7087,Provence-Alpes-Côte d'Azur,2024-12-02,2024-12-12,3295.66,0
7088,Occitanie,2025-03-26,2025-05-09,4403.04,0
7089,Occitanie,2024-10-19,2025-01-09,1030.43,0
7090,Auvergne-Rhône-Alpes,2025-09-07,2025-10-29,4505.63,0
7091,Île-de-France,2024-06-26,2024-08-18,427.84,0
7092,Île-de-France,2022-10-30,2023-01-20,4362.24,1
7093,Provence-Alpes-Côte d'Azur,2024-12-19,2025-01-24,612.27,0
7094,Nouvelle-Aquitaine,2025-09-23,2025-11-07,1071.06,0
7095,Nouvelle-Aquitaine,2025-06-04,2025-08-07,4352.21,0
7096,Provence-Alpes-Côte d'Azur,2025-08-04,2025-10-15,4981.8,0
7097,Auvergne-Rhône-Alpes,2024-12-23,2025-03-09,4927.49,0
7098,Occitanie,2023-02-25,2023-04-08,4420.77,0
7099,Provence-Alpes-Côte d'Azur,2023-11-01,2023-11-16,3228.11,1
7100,Occitanie,2025-03-22,2025-04-10,3085.53,0
7101,Provence-Alpes-Côte d'Azur,2025-03-31,2025-04-27,2261.22,0
7102,Provence-Alpes-Côte d'Azur,2023-05-16,2023-07-02,4768.85,0
7103,Auvergne-Rhône-Alpes,2023-09-11,2023-10-02,1096.88,0
7104,Occitanie,2025-01-22,2025-03-21,3980.1,0
7105,Nouvelle-Aquitaine,2024-01-05,2024-02-22,1782.99,0
7106,Provence-Alpes-Côte d'Azur,2023-08-05,2023-10-10,3917.32,0
7107,Provence-Alpes-Côte d'Azur,2022-09-25,2022-12-17,2994.3,0
7108,Auvergne-Rhône-Alpes,2023-12-11,2023-12-26,4789.51,0
7109,Île-de-France,2024-06-01,2024-06-17,2762.05,1
7110,Île-de-France,2023-09-23,2023-11-28,3065.13,0
7111,Auvergne-Rhône-Alpes,2023-01-16,2023-02-25,157.97,0
7112,Auvergne-Rhône-Alpes,2025-03-02,2025-03-03,1181.93,0
7113,Île-de-France,2023-12-27,2024-02-20,2593.99,1
7114,Nouvelle-Aquitaine,2024-03-31,2024-05-27,1605.29,0
7115,Provence-Alpes-Côte d'Azur,2024-06-21,2024-07-08,1817.29,0
7116,Nouvelle-Aquitaine,2023-07-13,2023-07-23,778.23,0
7117,Nouvelle-Aquitaine,2024-08-18,2024-10-08,1467.25,0
7118,Nouvelle-Aquitaine,2025-08-26,2025-11-11,3285.76,0
7119,Île-de-France,2023-07-13,2023-10-08,2915.71,0
7120,Occitanie,2025-05-19,2025-06-04,4390.94,0
7121,Île-de-France,2024-08-15,2024-08-24,2353.84,0
7122,Occitanie,2024-12-02,2024-12-22,1380.95,0
7123,Île-de-France,2023-04-16,2023-05-22,2158.48,0
7124,Occitanie,2023-02-15,2023-03-16,761.1,0
7125,Occitanie,2025-03-07,2025-04-19,3169.16,0
7126,Occitanie,2024-03-08,2024-05-03,2925.36,1
7127,Nouvelle-Aquitaine,2023-12-22,2024-01-30,1991.64,0
7128,Provence-Alpes-Côte d'Azur,2022-12-05,2023-02-12,2659.44,0
7129,Île-de-France,2023-08-30,2023-11-05,1553.36,0
7130,Provence-Alpes-Côte d'Azur,2024-05-25,2024-06-23,2513.86,1
7131,Île-de-France,2023-08-10,2023-09-12,1406.14,0
